stop_lat,stop_lon,time_slot,real_date,Count of real_date
59.43631523,24.84598065,1899-12-30 08:00:00,2016-03-31 00:00:00,27
59.43642002,24.84783369,1899-12-30 08:00:00,2016-03-31 00:00:00,27
59.40305434,24.6875272,1899-12-30 08:00:00,2016-03-31 00:00:00,26
59.4031888,24.68756512,1899-12-30 08:00:00,2016-03-31 00:00:00,26
59.40338413,24.65635515,1899-12-30 08:00:00,2016-03-31 00:00:00,26
59.40372817,24.65486745,1899-12-30 08:00:00,2016-03-31 00:00:00,26
59.40431319,24.65636087,1899-12-30 08:00:00,2016-03-31 00:00:00,26
59.40439029,24.65530048,1899-12-30 08:00:00,2016-03-31 00:00:00,26
59.4053334,24.65788913,1899-12-30 08:00:00,2016-03-31 00:00:00,26
59.40980648,24.66272853,1899-12-30 08:00:00,2016-03-31 00:00:00,26
59.41053791,24.66543144,1899-12-30 08:00:00,2016-03-31 00:00:00,26
59.41163026,24.6633219,1899-12-30 08:00:00,2016-03-31 00:00:00,26
59.42565434,24.79719552,1899-12-30 08:30:00,2016-03-31 00:00:00,26
59.42594196,24.80170011,1899-12-30 08:30:00,2016-03-31 00:00:00,26
59.42604842,24.79882555,1899-12-30 08:30:00,2016-03-31 00:00:00,26
59.42618754,24.8012495,1899-12-30 08:30:00,2016-03-31 00:00:00,26
59.42661077,24.80082954,1899-12-30 08:30:00,2016-03-31 00:00:00,26
59.43125724,24.7124149,1899-12-30 08:30:00,2016-03-31 00:00:00,26
59.43211261,24.71359569,1899-12-30 08:30:00,2016-03-31 00:00:00,26
59.43631523,24.84598065,1899-12-30 08:30:00,2016-03-31 00:00:00,26
59.43642002,24.84783369,1899-12-30 08:30:00,2016-03-31 00:00:00,26
59.45451211,24.69036942,1899-12-30 08:00:00,2016-03-31 00:00:00,26
59.45466784,24.68977307,1899-12-30 08:00:00,2016-03-31 00:00:00,26
59.45510857,24.68960675,1899-12-30 08:00:00,2016-03-31 00:00:00,26
59.45513381,24.68907057,1899-12-30 08:00:00,2016-03-31 00:00:00,26
