time_slot,stop name,sum_all,lat,long,CellID
5:30:00 PM,Kari,21,59.44844324,24.69646098,4972
5:30:00 PM,Karikakra,21,59.41752219,24.6519074,3336
5:30:00 PM,Karjamaa,3,59.45372295,24.712146345,3024
5:30:00 PM,Karusmarja,1,59.38002474,24.7165580233,3206
5:30:00 PM,Katleri,33,59.451266955,24.8486717,5197
5:30:00 PM,Kaubamaja,167,59.43479194,24.7557370967,3035
5:30:00 PM,Kauge,8,59.370804925,24.7173317,3204
5:30:00 PM,Keemia,111,59.396981095,24.66756715,3551
5:30:00 PM,Kelluka tee,22,59.4547855,24.87919286,4665
5:30:00 PM,Kelmiküla,30,59.43619864,24.72806233,4390
5:30:00 PM,Keskhaigla,3,59.4287988,24.75253499,3034
5:30:00 PM,Keskpäeva tee,2,59.43383511,24.56077742,2655
5:30:00 PM,Kesk-Sõjamäe,3,59.42233172,24.820890835,3858
5:30:00 PM,Keskturg,86,59.431758619,24.768962812,4104
5:30:00 PM,Keskuse,6,59.399588645,24.67987909,2471
5:30:00 PM,Kiive,27,59.43009188,24.807026325,5490
5:30:00 PM,Kiviku,6,59.4433828375,24.8816816075,3881
5:30:00 PM,Kivimäe jaam,1,59.37856,24.654885,3327
5:30:00 PM,Kloostrimetsa,1,59.471274745,24.87703812,4668
5:30:00 PM,Koidu,42,59.428994445,24.73055061,4389
5:30:00 PM,Kolde puiestee,28,59.4398033,24.70821743,3021
5:30:00 PM,Koolimaja,16,59.4179502,24.721285535,3214
5:30:00 PM,Kopli,26,59.46130617,24.668148552,3657
5:30:00 PM,Kose,2,59.458004685,24.861723355,3700
5:30:00 PM,Kose tee,21,59.454940965,24.870311515,4852
5:30:00 PM,Koskla,50,59.4253784467,24.71828699,3216
5:30:00 PM,Kosmos,30,59.428657072,24.742964414,3168
5:30:00 PM,Kotka,4,59.420722425,24.729720975,4387
5:30:00 PM,Kotka kauplus,26,59.439682615,24.831726135,5145
5:30:00 PM,Kraavi,7,59.37598992,24.71430022,3205
5:30:00 PM,Kullerkupu,32,59.41112917,24.64768247,3614
5:30:00 PM,Kumu,16,59.4353901325,24.7986201875,5258
